,taxID,Virus,exact_match,loose_match,drugs_exact,drugs_loose,Host_parsed,Human_host
578,11695,Human immunodeficiency virus 1 (HIV1) ISOLATE NDK,0,1,NA,DB01721;DB01732;DB01824;DB01887;DB01891;DB02009;DB02033;DB02629;DB02683;DB02704;DB02768;DB02785;DB02972;DB03076;DB03141;DB03803;DB03908;DB04042;DB04190;DB04255;DB04547;DB05398;DB05871;DB06414;DB06874;DB07018;DB07035;DB07327;DB07332;DB07337;DB07343;DB07451;DB07578;DB07806;DB07885;DB07961;DB08034;DB08212;DB08281;DB08282;DB08284;DB08372;DB08414;DB08428;DB08457;DB08598;DB08600;DB08639;DB01887;DB02804;DB04353;DB02086;DB02994;DB03118;DB03676;DB03963;DB07575;DB08027;DB08231;DB02102;DB02702;DB02729;DB04609;DB05328;DB06414;DB06581;DB06910;DB07184;DB07332;DB07472;DB07473;DB07781;DB07797;DB07820;DB07826;DB07864;DB07867;DB07868;DB07869;DB07871;DB07884;DB07892;DB07910;DB08154;DB08188;DB08211;DB08286;DB08372;DB08379;DB08444;DB08446;DB08459;DB08460;DB08494;DB08502;DB08528;DB08598;DB08634;DB08665;DB08680;DB08681;DB08682;DB13119;DB02411;DB02668;DB03768;DB04454;DB04886;DB05228;DB05644;DB07679;DB07910;DB08622;DB02780;DB02904;DB03320;DB03817;DB04639;DB11854;DB06039;DB07327;DB07505;DB08041;DB08428;DB08662;DB07910;DB08115;DB08231;DB00109;DB00224;DB00503;DB00701;DB00932;DB01072;DB01232;DB01264;DB01319;DB01601;DB04887;DB00238;DB00300;DB00495;DB00625;DB00649;DB00705;DB00709;DB00879;DB00900;DB00943;DB01048;DB07935;DB08864;DB09299;DB11365;DB11799;DB12301;DB12855;DB14126;DB03141;DB04623;DB06817;DB08930;DB09101;DB11799;DB08231,human|vertebrates,1
579,10519,Human adenovirus 7,0,0,NA,NA,human|vertebrates,1
580,11641,Human foamy virus,0,0,NA,NA,human|vertebrates,1
581,1980494,Tula orthohantavirus,0,0,NA,NA,human|vertebrates,1
582,11901,Bovine leukemia virus,0,0,NA,NA,human|vertebrates,1
583,11610,Seoul virus STRAIN SR11,0,0,NA,NA,human|vertebrates,1
584,10533,Human adenovirus 1,0,1,NA,DB02643;DB04272,human|vertebrates,1
586,28284,Human adenovirus 40,0,0,NA,NA,human|vertebrates,1
587,10280,Molluscum contagiosum virus 1,0,0,NA,NA,human|vertebrates,1
589,12080,Human poliovirus 1,0,1,NA,DB08231;DB08231;DB03203;DB03963;DB04137;DB08012;DB08013;DB08014;DB08231;DB08231;DB03203;DB08012;DB08013;DB08014;DB08231;DB08726,human|vertebrates,1
592,12618,Chicken anemia virus,0,0,NA,NA,human|vertebrates,1
593,11602,Hantaan virus STRAIN 76-118,0,0,NA,NA,human|vertebrates,1
594,12130,Human rhinovirus 2,1,1,DB02313;DB03017,DB02313;DB03017,human|vertebrates,1
595,10414,Hepatitis B virus STRAIN LSH / ISOLATE CHIMPANZEE,0,1,NA,DB05020;DB05276;DB09299;DB14126;DB00300;DB00718;DB13868;DB00709;DB01265,human|vertebrates,1
597,11682,Human immunodeficiency virus 1 (HIV1) ISOLATE BH5,0,1,NA,DB01721;DB01732;DB01824;DB01887;DB01891;DB02009;DB02033;DB02629;DB02683;DB02704;DB02768;DB02785;DB02972;DB03076;DB03141;DB03803;DB03908;DB04042;DB04190;DB04255;DB04547;DB05398;DB05871;DB06414;DB06874;DB07018;DB07035;DB07327;DB07332;DB07337;DB07343;DB07451;DB07578;DB07806;DB07885;DB07961;DB08034;DB08212;DB08281;DB08282;DB08284;DB08372;DB08414;DB08428;DB08457;DB08598;DB08600;DB08639;DB01887;DB02804;DB04353;DB02086;DB02994;DB03118;DB03676;DB03963;DB07575;DB08027;DB08231;DB02102;DB02702;DB02729;DB04609;DB05328;DB06414;DB06581;DB06910;DB07184;DB07332;DB07472;DB07473;DB07781;DB07797;DB07820;DB07826;DB07864;DB07867;DB07868;DB07869;DB07871;DB07884;DB07892;DB07910;DB08154;DB08188;DB08211;DB08286;DB08372;DB08379;DB08444;DB08446;DB08459;DB08460;DB08494;DB08502;DB08528;DB08598;DB08634;DB08665;DB08680;DB08681;DB08682;DB13119;DB02411;DB02668;DB03768;DB04454;DB04886;DB05228;DB05644;DB07679;DB07910;DB08622;DB02780;DB02904;DB03320;DB03817;DB04639;DB11854;DB06039;DB07327;DB07505;DB08041;DB08428;DB08662;DB07910;DB08115;DB08231;DB00109;DB00224;DB00503;DB00701;DB00932;DB01072;DB01232;DB01264;DB01319;DB01601;DB04887;DB00238;DB00300;DB00495;DB00625;DB00649;DB00705;DB00709;DB00879;DB00900;DB00943;DB01048;DB07935;DB08864;DB09299;DB11365;DB11799;DB12301;DB12855;DB14126;DB03141;DB04623;DB06817;DB08930;DB09101;DB11799;DB08231,human|vertebrates,1
598,11684,Human immunodeficiency virus 1 (HIV1) ISOLATE BH8,0,1,NA,DB01721;DB01732;DB01824;DB01887;DB01891;DB02009;DB02033;DB02629;DB02683;DB02704;DB02768;DB02785;DB02972;DB03076;DB03141;DB03803;DB03908;DB04042;DB04190;DB04255;DB04547;DB05398;DB05871;DB06414;DB06874;DB07018;DB07035;DB07327;DB07332;DB07337;DB07343;DB07451;DB07578;DB07806;DB07885;DB07961;DB08034;DB08212;DB08281;DB08282;DB08284;DB08372;DB08414;DB08428;DB08457;DB08598;DB08600;DB08639;DB01887;DB02804;DB04353;DB02086;DB02994;DB03118;DB03676;DB03963;DB07575;DB08027;DB08231;DB02102;DB02702;DB02729;DB04609;DB05328;DB06414;DB06581;DB06910;DB07184;DB07332;DB07472;DB07473;DB07781;DB07797;DB07820;DB07826;DB07864;DB07867;DB07868;DB07869;DB07871;DB07884;DB07892;DB07910;DB08154;DB08188;DB08211;DB08286;DB08372;DB08379;DB08444;DB08446;DB08459;DB08460;DB08494;DB08502;DB08528;DB08598;DB08634;DB08665;DB08680;DB08681;DB08682;DB13119;DB02411;DB02668;DB03768;DB04454;DB04886;DB05228;DB05644;DB07679;DB07910;DB08622;DB02780;DB02904;DB03320;DB03817;DB04639;DB11854;DB06039;DB07327;DB07505;DB08041;DB08428;DB08662;DB07910;DB08115;DB08231;DB00109;DB00224;DB00503;DB00701;DB00932;DB01072;DB01232;DB01264;DB01319;DB01601;DB04887;DB00238;DB00300;DB00495;DB00625;DB00649;DB00705;DB00709;DB00879;DB00900;DB00943;DB01048;DB07935;DB08864;DB09299;DB11365;DB11799;DB12301;DB12855;DB14126;DB03141;DB04623;DB06817;DB08930;DB09101;DB11799;DB08231,human|vertebrates,1
599,11693,Human immunodeficiency virus 1 (HIV1) ISOLATE BRAIN,0,1,NA,DB01721;DB01732;DB01824;DB01887;DB01891;DB02009;DB02033;DB02629;DB02683;DB02704;DB02768;DB02785;DB02972;DB03076;DB03141;DB03803;DB03908;DB04042;DB04190;DB04255;DB04547;DB05398;DB05871;DB06414;DB06874;DB07018;DB07035;DB07327;DB07332;DB07337;DB07343;DB07451;DB07578;DB07806;DB07885;DB07961;DB08034;DB08212;DB08281;DB08282;DB08284;DB08372;DB08414;DB08428;DB08457;DB08598;DB08600;DB08639;DB01887;DB02804;DB04353;DB02086;DB02994;DB03118;DB03676;DB03963;DB07575;DB08027;DB08231;DB02102;DB02702;DB02729;DB04609;DB05328;DB06414;DB06581;DB06910;DB07184;DB07332;DB07472;DB07473;DB07781;DB07797;DB07820;DB07826;DB07864;DB07867;DB07868;DB07869;DB07871;DB07884;DB07892;DB07910;DB08154;DB08188;DB08211;DB08286;DB08372;DB08379;DB08444;DB08446;DB08459;DB08460;DB08494;DB08502;DB08528;DB08598;DB08634;DB08665;DB08680;DB08681;DB08682;DB13119;DB02411;DB02668;DB03768;DB04454;DB04886;DB05228;DB05644;DB07679;DB07910;DB08622;DB02780;DB02904;DB03320;DB03817;DB04639;DB11854;DB06039;DB07327;DB07505;DB08041;DB08428;DB08662;DB07910;DB08115;DB08231;DB00109;DB00224;DB00503;DB00701;DB00932;DB01072;DB01232;DB01264;DB01319;DB01601;DB04887;DB00238;DB00300;DB00495;DB00625;DB00649;DB00705;DB00709;DB00879;DB00900;DB00943;DB01048;DB07935;DB08864;DB09299;DB11365;DB11799;DB12301;DB12855;DB14126;DB03141;DB04623;DB06817;DB08930;DB09101;DB11799;DB08231,human|vertebrates,1
600,11687,Human immunodeficiency virus 1 (HIV1) ISOLATE CDC-451,0,1,NA,DB01721;DB01732;DB01824;DB01887;DB01891;DB02009;DB02033;DB02629;DB02683;DB02704;DB02768;DB02785;DB02972;DB03076;DB03141;DB03803;DB03908;DB04042;DB04190;DB04255;DB04547;DB05398;DB05871;DB06414;DB06874;DB07018;DB07035;DB07327;DB07332;DB07337;DB07343;DB07451;DB07578;DB07806;DB07885;DB07961;DB08034;DB08212;DB08281;DB08282;DB08284;DB08372;DB08414;DB08428;DB08457;DB08598;DB08600;DB08639;DB01887;DB02804;DB04353;DB02086;DB02994;DB03118;DB03676;DB03963;DB07575;DB08027;DB08231;DB02102;DB02702;DB02729;DB04609;DB05328;DB06414;DB06581;DB06910;DB07184;DB07332;DB07472;DB07473;DB07781;DB07797;DB07820;DB07826;DB07864;DB07867;DB07868;DB07869;DB07871;DB07884;DB07892;DB07910;DB08154;DB08188;DB08211;DB08286;DB08372;DB08379;DB08444;DB08446;DB08459;DB08460;DB08494;DB08502;DB08528;DB08598;DB08634;DB08665;DB08680;DB08681;DB08682;DB13119;DB02411;DB02668;DB03768;DB04454;DB04886;DB05228;DB05644;DB07679;DB07910;DB08622;DB02780;DB02904;DB03320;DB03817;DB04639;DB11854;DB06039;DB07327;DB07505;DB08041;DB08428;DB08662;DB07910;DB08115;DB08231;DB00109;DB00224;DB00503;DB00701;DB00932;DB01072;DB01232;DB01264;DB01319;DB01601;DB04887;DB00238;DB00300;DB00495;DB00625;DB00649;DB00705;DB00709;DB00879;DB00900;DB00943;DB01048;DB07935;DB08864;DB09299;DB11365;DB11799;DB12301;DB12855;DB14126;DB03141;DB04623;DB06817;DB08930;DB09101;DB11799;DB08231,human|vertebrates,1
601,12078,Human echovirus 11,0,1,NA,DB08231;DB08726;DB08231;DB08231;DB08231;DB03203;DB08231,human|vertebrates,1
602,11694,Human immunodeficiency virus 1 (HIV1) ISOLATE JH3,0,1,NA,DB01721;DB01732;DB01824;DB01887;DB01891;DB02009;DB02033;DB02629;DB02683;DB02704;DB02768;DB02785;DB02972;DB03076;DB03141;DB03803;DB03908;DB04042;DB04190;DB04255;DB04547;DB05398;DB05871;DB06414;DB06874;DB07018;DB07035;DB07327;DB07332;DB07337;DB07343;DB07451;DB07578;DB07806;DB07885;DB07961;DB08034;DB08212;DB08281;DB08282;DB08284;DB08372;DB08414;DB08428;DB08457;DB08598;DB08600;DB08639;DB01887;DB02804;DB04353;DB02086;DB02994;DB03118;DB03676;DB03963;DB07575;DB08027;DB08231;DB02102;DB02702;DB02729;DB04609;DB05328;DB06414;DB06581;DB06910;DB07184;DB07332;DB07472;DB07473;DB07781;DB07797;DB07820;DB07826;DB07864;DB07867;DB07868;DB07869;DB07871;DB07884;DB07892;DB07910;DB08154;DB08188;DB08211;DB08286;DB08372;DB08379;DB08444;DB08446;DB08459;DB08460;DB08494;DB08502;DB08528;DB08598;DB08634;DB08665;DB08680;DB08681;DB08682;DB13119;DB02411;DB02668;DB03768;DB04454;DB04886;DB05228;DB05644;DB07679;DB07910;DB08622;DB02780;DB02904;DB03320;DB03817;DB04639;DB11854;DB06039;DB07327;DB07505;DB08041;DB08428;DB08662;DB07910;DB08115;DB08231;DB00109;DB00224;DB00503;DB00701;DB00932;DB01072;DB01232;DB01264;DB01319;DB01601;DB04887;DB00238;DB00300;DB00495;DB00625;DB00649;DB00705;DB00709;DB00879;DB00900;DB00943;DB01048;DB07935;DB08864;DB09299;DB11365;DB11799;DB12301;DB12855;DB14126;DB03141;DB04623;DB06817;DB08930;DB09101;DB11799;DB08231,human|vertebrates,1
603,11688,Human immunodeficiency virus 1 (HIV1) ISOLATE JRCSF,0,1,NA,DB01721;DB01732;DB01824;DB01887;DB01891;DB02009;DB02033;DB02629;DB02683;DB02704;DB02768;DB02785;DB02972;DB03076;DB03141;DB03803;DB03908;DB04042;DB04190;DB04255;DB04547;DB05398;DB05871;DB06414;DB06874;DB07018;DB07035;DB07327;DB07332;DB07337;DB07343;DB07451;DB07578;DB07806;DB07885;DB07961;DB08034;DB08212;DB08281;DB08282;DB08284;DB08372;DB08414;DB08428;DB08457;DB08598;DB08600;DB08639;DB01887;DB02804;DB04353;DB02086;DB02994;DB03118;DB03676;DB03963;DB07575;DB08027;DB08231;DB02102;DB02702;DB02729;DB04609;DB05328;DB06414;DB06581;DB06910;DB07184;DB07332;DB07472;DB07473;DB07781;DB07797;DB07820;DB07826;DB07864;DB07867;DB07868;DB07869;DB07871;DB07884;DB07892;DB07910;DB08154;DB08188;DB08211;DB08286;DB08372;DB08379;DB08444;DB08446;DB08459;DB08460;DB08494;DB08502;DB08528;DB08598;DB08634;DB08665;DB08680;DB08681;DB08682;DB13119;DB02411;DB02668;DB03768;DB04454;DB04886;DB05228;DB05644;DB07679;DB07910;DB08622;DB02780;DB02904;DB03320;DB03817;DB04639;DB11854;DB06039;DB07327;DB07505;DB08041;DB08428;DB08662;DB07910;DB08115;DB08231;DB00109;DB00224;DB00503;DB00701;DB00932;DB01072;DB01232;DB01264;DB01319;DB01601;DB04887;DB00238;DB00300;DB00495;DB00625;DB00649;DB00705;DB00709;DB00879;DB00900;DB00943;DB01048;DB07935;DB08864;DB09299;DB11365;DB11799;DB12301;DB12855;DB14126;DB03141;DB04623;DB06817;DB08930;DB09101;DB11799;DB08231,human|vertebrates,1
604,82834,Human immunodeficiency virus 1 ISOLATE lw12.3,0,1,NA,DB01721;DB01732;DB01824;DB01887;DB01891;DB02009;DB02033;DB02629;DB02683;DB02704;DB02768;DB02785;DB02972;DB03076;DB03141;DB03803;DB03908;DB04042;DB04190;DB04255;DB04547;DB05398;DB05871;DB06414;DB06874;DB07018;DB07035;DB07327;DB07332;DB07337;DB07343;DB07451;DB07578;DB07806;DB07885;DB07961;DB08034;DB08212;DB08281;DB08282;DB08284;DB08372;DB08414;DB08428;DB08457;DB08598;DB08600;DB08639;DB01887;DB02804;DB04353;DB02086;DB02994;DB03118;DB03676;DB03963;DB07575;DB08027;DB08231;DB02102;DB02702;DB02729;DB04609;DB05328;DB06414;DB06581;DB06910;DB07184;DB07332;DB07472;DB07473;DB07781;DB07797;DB07820;DB07826;DB07864;DB07867;DB07868;DB07869;DB07871;DB07884;DB07892;DB07910;DB08154;DB08188;DB08211;DB08286;DB08372;DB08379;DB08444;DB08446;DB08459;DB08460;DB08494;DB08502;DB08528;DB08598;DB08634;DB08665;DB08680;DB08681;DB08682;DB13119;DB02411;DB02668;DB03768;DB04454;DB04886;DB05228;DB05644;DB07679;DB07910;DB08622;DB02780;DB02904;DB03320;DB03817;DB04639;DB11854;DB06039;DB07327;DB07505;DB08041;DB08428;DB08662;DB07910;DB08115;DB08231;DB00109;DB00224;DB00503;DB00701;DB00932;DB01072;DB01232;DB01264;DB01319;DB01601;DB04887;DB00238;DB00300;DB00495;DB00625;DB00649;DB00705;DB00709;DB00879;DB00900;DB00943;DB01048;DB07935;DB08864;DB09299;DB11365;DB11799;DB12301;DB12855;DB14126;DB03141;DB04623;DB06817;DB08930;DB09101;DB11799;DB08231,human|vertebrates,1
605,11697,Human immunodeficiency virus 1 (HIV1) ISOLATE MAL,0,1,NA,DB01721;DB01732;DB01824;DB01887;DB01891;DB02009;DB02033;DB02629;DB02683;DB02704;DB02768;DB02785;DB02972;DB03076;DB03141;DB03803;DB03908;DB04042;DB04190;DB04255;DB04547;DB05398;DB05871;DB06414;DB06874;DB07018;DB07035;DB07327;DB07332;DB07337;DB07343;DB07451;DB07578;DB07806;DB07885;DB07961;DB08034;DB08212;DB08281;DB08282;DB08284;DB08372;DB08414;DB08428;DB08457;DB08598;DB08600;DB08639;DB01887;DB02804;DB04353;DB02086;DB02994;DB03118;DB03676;DB03963;DB07575;DB08027;DB08231;DB02102;DB02702;DB02729;DB04609;DB05328;DB06414;DB06581;DB06910;DB07184;DB07332;DB07472;DB07473;DB07781;DB07797;DB07820;DB07826;DB07864;DB07867;DB07868;DB07869;DB07871;DB07884;DB07892;DB07910;DB08154;DB08188;DB08211;DB08286;DB08372;DB08379;DB08444;DB08446;DB08459;DB08460;DB08494;DB08502;DB08528;DB08598;DB08634;DB08665;DB08680;DB08681;DB08682;DB13119;DB02411;DB02668;DB03768;DB04454;DB04886;DB05228;DB05644;DB07679;DB07910;DB08622;DB02780;DB02904;DB03320;DB03817;DB04639;DB11854;DB06039;DB07327;DB07505;DB08041;DB08428;DB08662;DB07910;DB08115;DB08231;DB00109;DB00224;DB00503;DB00701;DB00932;DB01072;DB01232;DB01264;DB01319;DB01601;DB04887;DB00238;DB00300;DB00495;DB00625;DB00649;DB00705;DB00709;DB00879;DB00900;DB00943;DB01048;DB07935;DB08864;DB09299;DB11365;DB11799;DB12301;DB12855;DB14126;DB03141;DB04623;DB06817;DB08930;DB09101;DB11799;DB08231,human|vertebrates,1
606,36376,Human immunodeficiency virus 1 ISOLATE NIT-A,0,1,NA,DB01721;DB01732;DB01824;DB01887;DB01891;DB02009;DB02033;DB02629;DB02683;DB02704;DB02768;DB02785;DB02972;DB03076;DB03141;DB03803;DB03908;DB04042;DB04190;DB04255;DB04547;DB05398;DB05871;DB06414;DB06874;DB07018;DB07035;DB07327;DB07332;DB07337;DB07343;DB07451;DB07578;DB07806;DB07885;DB07961;DB08034;DB08212;DB08281;DB08282;DB08284;DB08372;DB08414;DB08428;DB08457;DB08598;DB08600;DB08639;DB01887;DB02804;DB04353;DB02086;DB02994;DB03118;DB03676;DB03963;DB07575;DB08027;DB08231;DB02102;DB02702;DB02729;DB04609;DB05328;DB06414;DB06581;DB06910;DB07184;DB07332;DB07472;DB07473;DB07781;DB07797;DB07820;DB07826;DB07864;DB07867;DB07868;DB07869;DB07871;DB07884;DB07892;DB07910;DB08154;DB08188;DB08211;DB08286;DB08372;DB08379;DB08444;DB08446;DB08459;DB08460;DB08494;DB08502;DB08528;DB08598;DB08634;DB08665;DB08680;DB08681;DB08682;DB13119;DB02411;DB02668;DB03768;DB04454;DB04886;DB05228;DB05644;DB07679;DB07910;DB08622;DB02780;DB02904;DB03320;DB03817;DB04639;DB11854;DB06039;DB07327;DB07505;DB08041;DB08428;DB08662;DB07910;DB08115;DB08231;DB00109;DB00224;DB00503;DB00701;DB00932;DB01072;DB01232;DB01264;DB01319;DB01601;DB04887;DB00238;DB00300;DB00495;DB00625;DB00649;DB00705;DB00709;DB00879;DB00900;DB00943;DB01048;DB07935;DB08864;DB09299;DB11365;DB11799;DB12301;DB12855;DB14126;DB03141;DB04623;DB06817;DB08930;DB09101;DB11799;DB08231,human|vertebrates,1
607,11699,Human immunodeficiency virus 1 (HIV1) ISOLATE OYI,0,1,NA,DB01721;DB01732;DB01824;DB01887;DB01891;DB02009;DB02033;DB02629;DB02683;DB02704;DB02768;DB02785;DB02972;DB03076;DB03141;DB03803;DB03908;DB04042;DB04190;DB04255;DB04547;DB05398;DB05871;DB06414;DB06874;DB07018;DB07035;DB07327;DB07332;DB07337;DB07343;DB07451;DB07578;DB07806;DB07885;DB07961;DB08034;DB08212;DB08281;DB08282;DB08284;DB08372;DB08414;DB08428;DB08457;DB08598;DB08600;DB08639;DB01887;DB02804;DB04353;DB02086;DB02994;DB03118;DB03676;DB03963;DB07575;DB08027;DB08231;DB02102;DB02702;DB02729;DB04609;DB05328;DB06414;DB06581;DB06910;DB07184;DB07332;DB07472;DB07473;DB07781;DB07797;DB07820;DB07826;DB07864;DB07867;DB07868;DB07869;DB07871;DB07884;DB07892;DB07910;DB08154;DB08188;DB08211;DB08286;DB08372;DB08379;DB08444;DB08446;DB08459;DB08460;DB08494;DB08502;DB08528;DB08598;DB08634;DB08665;DB08680;DB08681;DB08682;DB13119;DB02411;DB02668;DB03768;DB04454;DB04886;DB05228;DB05644;DB07679;DB07910;DB08622;DB02780;DB02904;DB03320;DB03817;DB04639;DB11854;DB06039;DB07327;DB07505;DB08041;DB08428;DB08662;DB07910;DB08115;DB08231;DB00109;DB00224;DB00503;DB00701;DB00932;DB01072;DB01232;DB01264;DB01319;DB01601;DB04887;DB00238;DB00300;DB00495;DB00625;DB00649;DB00705;DB00709;DB00879;DB00900;DB00943;DB01048;DB07935;DB08864;DB09299;DB11365;DB11799;DB12301;DB12855;DB14126;DB03141;DB04623;DB06817;DB08930;DB09101;DB11799;DB08231,human|vertebrates,1
608,11701,Human immunodeficiency virus 1 (HIV1) ISOLATE RF / HAT,0,1,NA,DB01721;DB01732;DB01824;DB01887;DB01891;DB02009;DB02033;DB02629;DB02683;DB02704;DB02768;DB02785;DB02972;DB03076;DB03141;DB03803;DB03908;DB04042;DB04190;DB04255;DB04547;DB05398;DB05871;DB06414;DB06874;DB07018;DB07035;DB07327;DB07332;DB07337;DB07343;DB07451;DB07578;DB07806;DB07885;DB07961;DB08034;DB08212;DB08281;DB08282;DB08284;DB08372;DB08414;DB08428;DB08457;DB08598;DB08600;DB08639;DB01887;DB02804;DB04353;DB02086;DB02994;DB03118;DB03676;DB03963;DB07575;DB08027;DB08231;DB02102;DB02702;DB02729;DB04609;DB05328;DB06414;DB06581;DB06910;DB07184;DB07332;DB07472;DB07473;DB07781;DB07797;DB07820;DB07826;DB07864;DB07867;DB07868;DB07869;DB07871;DB07884;DB07892;DB07910;DB08154;DB08188;DB08211;DB08286;DB08372;DB08379;DB08444;DB08446;DB08459;DB08460;DB08494;DB08502;DB08528;DB08598;DB08634;DB08665;DB08680;DB08681;DB08682;DB13119;DB02411;DB02668;DB03768;DB04454;DB04886;DB05228;DB05644;DB07679;DB07910;DB08622;DB02780;DB02904;DB03320;DB03817;DB04639;DB11854;DB06039;DB07327;DB07505;DB08041;DB08428;DB08662;DB07910;DB08115;DB08231;DB00109;DB00224;DB00503;DB00701;DB00932;DB01072;DB01232;DB01264;DB01319;DB01601;DB04887;DB00238;DB00300;DB00495;DB00625;DB00649;DB00705;DB00709;DB00879;DB00900;DB00943;DB01048;DB07935;DB08864;DB09299;DB11365;DB11799;DB12301;DB12855;DB14126;DB03141;DB04623;DB06817;DB08930;DB09101;DB11799;DB08231,human|vertebrates,1
609,11702,Human immunodeficiency virus 1 (HIV1) ISOLATE SC,0,1,NA,DB01721;DB01732;DB01824;DB01887;DB01891;DB02009;DB02033;DB02629;DB02683;DB02704;DB02768;DB02785;DB02972;DB03076;DB03141;DB03803;DB03908;DB04042;DB04190;DB04255;DB04547;DB05398;DB05871;DB06414;DB06874;DB07018;DB07035;DB07327;DB07332;DB07337;DB07343;DB07451;DB07578;DB07806;DB07885;DB07961;DB08034;DB08212;DB08281;DB08282;DB08284;DB08372;DB08414;DB08428;DB08457;DB08598;DB08600;DB08639;DB01887;DB02804;DB04353;DB02086;DB02994;DB03118;DB03676;DB03963;DB07575;DB08027;DB08231;DB02102;DB02702;DB02729;DB04609;DB05328;DB06414;DB06581;DB06910;DB07184;DB07332;DB07472;DB07473;DB07781;DB07797;DB07820;DB07826;DB07864;DB07867;DB07868;DB07869;DB07871;DB07884;DB07892;DB07910;DB08154;DB08188;DB08211;DB08286;DB08372;DB08379;DB08444;DB08446;DB08459;DB08460;DB08494;DB08502;DB08528;DB08598;DB08634;DB08665;DB08680;DB08681;DB08682;DB13119;DB02411;DB02668;DB03768;DB04454;DB04886;DB05228;DB05644;DB07679;DB07910;DB08622;DB02780;DB02904;DB03320;DB03817;DB04639;DB11854;DB06039;DB07327;DB07505;DB08041;DB08428;DB08662;DB07910;DB08115;DB08231;DB00109;DB00224;DB00503;DB00701;DB00932;DB01072;DB01232;DB01264;DB01319;DB01601;DB04887;DB00238;DB00300;DB00495;DB00625;DB00649;DB00705;DB00709;DB00879;DB00900;DB00943;DB01048;DB07935;DB08864;DB09299;DB11365;DB11799;DB12301;DB12855;DB14126;DB03141;DB04623;DB06817;DB08930;DB09101;DB11799;DB08231,human|vertebrates,1
610,11690,Human immunodeficiency virus 1 (HIV1) ISOLATE SF33,0,1,NA,DB01721;DB01732;DB01824;DB01887;DB01891;DB02009;DB02033;DB02629;DB02683;DB02704;DB02768;DB02785;DB02972;DB03076;DB03141;DB03803;DB03908;DB04042;DB04190;DB04255;DB04547;DB05398;DB05871;DB06414;DB06874;DB07018;DB07035;DB07327;DB07332;DB07337;DB07343;DB07451;DB07578;DB07806;DB07885;DB07961;DB08034;DB08212;DB08281;DB08282;DB08284;DB08372;DB08414;DB08428;DB08457;DB08598;DB08600;DB08639;DB01887;DB02804;DB04353;DB02086;DB02994;DB03118;DB03676;DB03963;DB07575;DB08027;DB08231;DB02102;DB02702;DB02729;DB04609;DB05328;DB06414;DB06581;DB06910;DB07184;DB07332;DB07472;DB07473;DB07781;DB07797;DB07820;DB07826;DB07864;DB07867;DB07868;DB07869;DB07871;DB07884;DB07892;DB07910;DB08154;DB08188;DB08211;DB08286;DB08372;DB08379;DB08444;DB08446;DB08459;DB08460;DB08494;DB08502;DB08528;DB08598;DB08634;DB08665;DB08680;DB08681;DB08682;DB13119;DB02411;DB02668;DB03768;DB04454;DB04886;DB05228;DB05644;DB07679;DB07910;DB08622;DB02780;DB02904;DB03320;DB03817;DB04639;DB11854;DB06039;DB07327;DB07505;DB08041;DB08428;DB08662;DB07910;DB08115;DB08231;DB00109;DB00224;DB00503;DB00701;DB00932;DB01072;DB01232;DB01264;DB01319;DB01601;DB04887;DB00238;DB00300;DB00495;DB00625;DB00649;DB00705;DB00709;DB00879;DB00900;DB00943;DB01048;DB07935;DB08864;DB09299;DB11365;DB11799;DB12301;DB12855;DB14126;DB03141;DB04623;DB06817;DB08930;DB09101;DB11799;DB08231,human|vertebrates,1
611,11681,Human immunodeficiency virus 1 (HIV1) ISOLATE Z-84,0,1,NA,DB01721;DB01732;DB01824;DB01887;DB01891;DB02009;DB02033;DB02629;DB02683;DB02704;DB02768;DB02785;DB02972;DB03076;DB03141;DB03803;DB03908;DB04042;DB04190;DB04255;DB04547;DB05398;DB05871;DB06414;DB06874;DB07018;DB07035;DB07327;DB07332;DB07337;DB07343;DB07451;DB07578;DB07806;DB07885;DB07961;DB08034;DB08212;DB08281;DB08282;DB08284;DB08372;DB08414;DB08428;DB08457;DB08598;DB08600;DB08639;DB01887;DB02804;DB04353;DB02086;DB02994;DB03118;DB03676;DB03963;DB07575;DB08027;DB08231;DB02102;DB02702;DB02729;DB04609;DB05328;DB06414;DB06581;DB06910;DB07184;DB07332;DB07472;DB07473;DB07781;DB07797;DB07820;DB07826;DB07864;DB07867;DB07868;DB07869;DB07871;DB07884;DB07892;DB07910;DB08154;DB08188;DB08211;DB08286;DB08372;DB08379;DB08444;DB08446;DB08459;DB08460;DB08494;DB08502;DB08528;DB08598;DB08634;DB08665;DB08680;DB08681;DB08682;DB13119;DB02411;DB02668;DB03768;DB04454;DB04886;DB05228;DB05644;DB07679;DB07910;DB08622;DB02780;DB02904;DB03320;DB03817;DB04639;DB11854;DB06039;DB07327;DB07505;DB08041;DB08428;DB08662;DB07910;DB08115;DB08231;DB00109;DB00224;DB00503;DB00701;DB00932;DB01072;DB01232;DB01264;DB01319;DB01601;DB04887;DB00238;DB00300;DB00495;DB00625;DB00649;DB00705;DB00709;DB00879;DB00900;DB00943;DB01048;DB07935;DB08864;DB09299;DB11365;DB11799;DB12301;DB12855;DB14126;DB03141;DB04623;DB06817;DB08930;DB09101;DB11799;DB08231,human|vertebrates,1
